Inflow																																
68712.0725	18296.621	118103.5852	65511.4444	68089.5405	113857.6945	71624.6392	136699.7554	68182.8005	115699.0357	69903.7716	102746.3633	95140.9149	76182.9046	103475.7753	97749.7309	73721.0987	170268.5467	94689.3008	105281.2264	68944.3956	125853.8021	177834.092	83615.0029	96277.4816	68959.7991	55250.6939	63201.3264	68245.5637	71322.2079	68528.5014	115629.9389	60718.1218
41967.639	59121.2117	97735.4178	92610.3669	39254.813	110376.9113	66441.3956	131786.8977	67742.1391	112597.3912	61652.6738	90329.773	117904.337	85571.4244	71146.2839	75917.3119	57920.3617	169877.7845	93989.6582	102279.9781	104870.1964	111228.5946	213815.8318	88124.9824	78595.0869	57373.9432	58644.3257	127884.6305	59332.6185	59290.4616	62825.9676	102825.5859	50856.6459
82885.8423	47003.9901	90102.537	78551.9794	121761.9929	138631.1077	88357.3014	123136.051	60266.8705	126812.3044	51735.2062	110086.7582	111855.9381	68567.1338	58247.8886	85530.7105	67545.921	156218.9433	93746.4452	88098.229	91535.6391	106136.5254	145838.6131	99076.0524	88867.5927	58565.6869	44814.4247	117515.6502	70038.8541	84340.5883	104477.0021	87341.8366	54041.1146
41250.562	46864.5399	81512.9719	45796.3383	85337.2204	127048.1319	106312.796	154315.0761	96866.0388	180032.4597	77216.8212	372437.2491	113315.7349	75602.1951	84381.9345	96434.7594	61308.3186	169980.7447	106372.442	104813.4467	128871.2645	126995.2817	178716.9551	76900.7031	82000.8794	61009.9774	45955.0936	82551.3515	32982.9236	83764.1736	61307.5079	76999.6097	42535.519
62482.8671	3387.432	168790.355	60882.023	107428.345	206381.7978	150558.5299	227052.5809	137159.2962	136675.4889	161749.187	450434.5185	233611.0988	101905.1484	105203.3982	145177.0738	149767.3135	238755.702	120496.6307	127433.0651	158483.2562	154908.836	284799.1629	98917.1532	144398.7922	146179.922	69500.5427	119574.8535	75998.3829	90004.208	90566.8408	89442.386	74915.2744
80603.8316	390270.2049	128570.9208	184805.245	72232.7892	136562.2955	81245.7801	125971.3773	206869.4561	390544.16	58395.6161	347133.8566	141942.0006	79784.6234	111951.7478	149764.8814	284588.3783	410316.5204	105817.1056	102735.5971	81350.69	134926.4571	282722.124	160598.3984	125613.0212	76154.0392	79589.0173	172423.4138	59862.8228	181411.755	190767.3478	60241.4243	51587.0956
80345.3185	420185.1892	83748.1539	169207.7996	36282.0146	358156.8994	837112.5932	103533.3033	78805.3303	189721.2037	47108.598	211864.4043	99537.9463	53832.4886	83129.3877	115100.5453	164732.2085	227731.6681	226257.7974	60226.0208	314004.1782	142770.8866	246887.9335	178699.1195	92390.9381	69292.1902	73478.6964	73391.9504	48651.5149	123196.2949	76511.5623	42199.8851	145237.877
64495.2093	1095935.857	477178.7737	122171.0163	156525.1626	177240.6523	261400.8111	87658.5424	188075.199	131763.0912	421181.5356	159182.3476	44058.0323	70943.73	94089.3755	64244.7101	144552.8271	223314.1095	181443.3727	109612.8496	442163.6394	207862.7886	154593.4698	103798.4379	62525.1943	77576.0245	116027.1868	65880.7227	586103.5697	156350.2783	80801.8394	66330.6668	67256.4975
189003.1194	731891.252	223457.2931	237708.8464	1660678.227	170315.0268	302956.4938	87139.4084	242089.2967	105391.7808	250044.1206	172675.5932	86965.6347	82039.5158	111288.5871	159856.5988	273585.4229	185387.4766	392120.1355	114357.1243	379169.8548	516037.9622	128329.7103	146657.4301	95452.1789	160937.2752	268312.5654	60765.9537	137665.0353	89504	58609.4652	219920.4777	104989.3708
138084.1562	748744.9147	116537.7759	201709.6237	434012.3744	87860.2045	208811.1186	115084.0737	485522.6654	49363.6546	141894.2964	475236.3897	57031.3372	210201.1537	173727.0354	211565.3009	547937.7774	140943.5464	196764.9801	93154.6269	342286.6055	305666.0264	99671.9242	73481.1285	62822.7248	78237.5638	112326.2958	81669.299	88835.975	88917.8567	207416.8981	48709.886	281277.4389
55634.3299	165820.8926	59249.1153	66101.552	169859.9732	90229.9543	187502.4669	65116.9184	329513.2643	43477.2944	88959.9447	117768.3181	60299.2442	107234.3361	70962.2527	89349.9651	161766.6315	109899.8409	122079.1365	69211.9299	156342.9819	111747.4489	81223.4086	72608.8046	62102.0037	92092.5969	67245.1476	61318.8578	85309.3867	70501.7695	201099.8462	119789.6916	95487.8502
56764.8913	130957.1401	69151.1267	36002.8182	139268.5487	85767.7398	180531.3524	68771.7489	148531.0781	62173.715	88930.4572	103753.9623	80283.5687	54886.0771	73819.1946	55118.5481	176770.4405	97012.7956	88459.8056	54833.989	96576.6336	141930.9911	99867.3053	74861.7676	76040.5398	54819.3962	62937.0349	57871.7191	65373.2183	62984.8668	103200.1339	68031.5362	72073.7361
Losses																																
7678.2339	12206.049	21796.7477	21072.7838	19165.994	23035.5126	22279.1202	15126.2263	16467.9512	18645.5182	18257.9988	14801.1316	25890.0223	14514.951	10533.5544	11335.3465	15952.3397	16373.9089	19131.1334	20649.5932	25113.3622	16663.3323	15398.6248	21157.9083	24931.7631	19792.6727	18756.5854	9868.7722	12415.2122	16442.0085	19410.8284	13529.1277	15182.1652
