  0.0000000e+000	  1.0000000e+000	  0.0000000e+000	
  0.0000000e+000	  9.9999987e-001	  5.0025013e-004	
  0.0000000e+000	  9.9999950e-001	  1.0005003e-003	
  0.0000000e+000	  9.9999887e-001	  1.5007504e-003	
  0.0000000e+000	  9.9999800e-001	  2.0010005e-003	
  0.0000000e+000	  9.9999687e-001	  2.5012506e-003	
  0.0000000e+000	  9.9999550e-001	  3.0015008e-003	
  0.0000000e+000	  9.9999387e-001	  3.5017509e-003	
  0.0000000e+000	  9.9999199e-001	  4.0020010e-003	
  0.0000000e+000	  9.9998986e-001	  4.5022511e-003	
  0.0000000e+000	  9.9998749e-001	  5.0025013e-003	
  0.0000000e+000	  9.9998486e-001	  5.5027514e-003	
  0.0000000e+000	  9.9998198e-001	  6.0030015e-003	
  0.0000000e+000	  9.9997885e-001	  6.5032516e-003	
  0.0000000e+000	  9.9997548e-001	  7.0035018e-003	
  0.0000000e+000	  9.9997185e-001	  7.5037519e-003	
  0.0000000e+000	  9.9996797e-001	  8.0040020e-003	
  0.0000000e+000	  9.9996384e-001	  8.5042521e-003	
  0.0000000e+000	  9.9995946e-001	  9.0045023e-003	
  0.0000000e+000	  9.9995483e-001	  9.5047524e-003	
  0.0000000e+000	  9.9994995e-001	  1.0005003e-002	
  0.0000000e+000	  9.9994482e-001	  1.0505253e-002	
  0.0000000e+000	  9.9993944e-001	  1.1005503e-002	
  0.0000000e+000	  9.9993381e-001	  1.1505753e-002	
  0.0000000e+000	  9.9992793e-001	  1.2006003e-002	
  0.0000000e+000	  9.9992179e-001	  1.2506253e-002	
  0.0000000e+000	  9.9991541e-001	  1.3006503e-002	
  0.0000000e+000	  9.9990878e-001	  1.3506753e-002	
  0.0000000e+000	  9.9990190e-001	  1.4007004e-002	
  0.0000000e+000	  9.9989476e-001	  1.4507254e-002	
  0.0000000e+000	  9.9988738e-001	  1.5007504e-002	
  0.0000000e+000	  9.9987975e-001	  1.5507754e-002	
  0.0000000e+000	  9.9987186e-001	  1.6008004e-002	
  0.0000000e+000	  9.9986373e-001	  1.6508254e-002	
  0.0000000e+000	  9.9985534e-001	  1.7008504e-002	
  0.0000000e+000	  9.9984671e-001	  1.7508754e-002	
  0.0000000e+000	  9.9983782e-001	  1.8009005e-002	
  0.0000000e+000	  9.9982869e-001	  1.8509255e-002	
  0.0000000e+000	  9.9981930e-001	  1.9009505e-002	
  0.0000000e+000	  9.9980967e-001	  1.9509755e-002	
  0.0000000e+000	  9.9979978e-001	  2.0010005e-002	
  0.0000000e+000	  9.9978964e-001	  2.0510255e-002	
  0.0000000e+000	  9.9977925e-001	  2.1010505e-002	
  0.0000000e+000	  9.9976862e-001	  2.1510755e-002	
  0.0000000e+000	  9.9975773e-001	  2.2011006e-002	
  0.0000000e+000	  9.9974659e-001	  2.2511256e-002	
  0.0000000e+000	  9.9973520e-001	  2.3011506e-002	
  0.0000000e+000	  9.9972356e-001	  2.3511756e-002	
  0.0000000e+000	  9.9971167e-001	  2.4012006e-002	
  0.0000000e+000	  9.9969953e-001	  2.4512256e-002	
  0.0000000e+000	  9.9968714e-001	  2.5012506e-002	
  0.0000000e+000	  9.9967450e-001	  2.5512756e-002	
  0.0000000e+000	  9.9966160e-001	  2.6013007e-002	
  0.0000000e+000	  9.9964846e-001	  2.6513257e-002	
  0.0000000e+000	  9.9963507e-001	  2.7013507e-002	
  0.0000000e+000	  9.9962142e-001	  2.7513757e-002	
  0.0000000e+000	  9.9960753e-001	  2.8014007e-002	
  0.0000000e+000	  9.9959339e-001	  2.8514257e-002	
  0.0000000e+000	  9.9957899e-001	  2.9014507e-002	
  0.0000000e+000	  9.9956434e-001	  2.9514757e-002	
  0.0000000e+000	  9.9954945e-001	  3.0015008e-002	
  0.0000000e+000	  9.9953430e-001	  3.0515258e-002	
  0.0000000e+000	  9.9951890e-001	  3.1015508e-002	
  0.0000000e+000	  9.9950326e-001	  3.1515758e-002	
  0.0000000e+000	  9.9948736e-001	  3.2016008e-002	
