  0.0000000e+000	  0.0000000e+000	  1.0000000e+000	
  0.0000000e+000	  3.1897927e-004	  9.9999995e-001	
  0.0000000e+000	  6.3795853e-004	  9.9999980e-001	
  0.0000000e+000	  9.5693780e-004	  9.9999954e-001	
  0.0000000e+000	  1.2759171e-003	  9.9999919e-001	
  0.0000000e+000	  1.5948963e-003	  9.9999873e-001	
  0.0000000e+000	  1.9138756e-003	  9.9999817e-001	
  0.0000000e+000	  2.2328549e-003	  9.9999751e-001	
  0.0000000e+000	  2.5518341e-003	  9.9999674e-001	
  0.0000000e+000	  2.8708134e-003	  9.9999588e-001	
  0.0000000e+000	  3.1897927e-003	  9.9999491e-001	
  0.0000000e+000	  3.5087719e-003	  9.9999384e-001	
  0.0000000e+000	  3.8277512e-003	  9.9999267e-001	
  0.0000000e+000	  4.1467305e-003	  9.9999140e-001	
  0.0000000e+000	  4.4657097e-003	  9.9999003e-001	
  0.0000000e+000	  4.7846890e-003	  9.9998855e-001	
  0.0000000e+000	  5.1036683e-003	  9.9998698e-001	
  0.0000000e+000	  5.4226475e-003	  9.9998530e-001	
  0.0000000e+000	  5.7416268e-003	  9.9998352e-001	
  0.0000000e+000	  6.0606061e-003	  9.9998163e-001	
  0.0000000e+000	  6.3795853e-003	  9.9997965e-001	
  0.0000000e+000	  6.6985646e-003	  9.9997756e-001	
  0.0000000e+000	  7.0175439e-003	  9.9997538e-001	
  0.0000000e+000	  7.3365231e-003	  9.9997309e-001	
  0.0000000e+000	  7.6555024e-003	  9.9997070e-001	
  0.0000000e+000	  7.9744817e-003	  9.9996820e-001	
  0.0000000e+000	  8.2934609e-003	  9.9996561e-001	
  0.0000000e+000	  8.6124402e-003	  9.9996291e-001	
  0.0000000e+000	  8.9314195e-003	  9.9996011e-001	
  0.0000000e+000	  9.2503987e-003	  9.9995721e-001	
  0.0000000e+000	  9.5693780e-003	  9.9995421e-001	
  0.0000000e+000	  9.8883573e-003	  9.9995111e-001	
  0.0000000e+000	  1.0207337e-002	  9.9994790e-001	
  0.0000000e+000	  1.0526316e-002	  9.9994460e-001	
  0.0000000e+000	  1.0845295e-002	  9.9994119e-001	
  0.0000000e+000	  1.1164274e-002	  9.9993768e-001	
  0.0000000e+000	  1.1483254e-002	  9.9993407e-001	
  0.0000000e+000	  1.1802233e-002	  9.9993035e-001	
  0.0000000e+000	  1.2121212e-002	  9.9992654e-001	
  0.0000000e+000	  1.2440191e-002	  9.9992262e-001	
  0.0000000e+000	  1.2759171e-002	  9.9991860e-001	
  0.0000000e+000	  1.3078150e-002	  9.9991448e-001	
