# Version=5
# Problem=UF6
# NumberOfVariables=30
# NumberOfObjectives=2
# NumberOfConstraints=0
# Variable.1.Definition=RealVariable(0.0,1.0)
# Variable.2.Definition=RealVariable(-1.0,1.0)
# Variable.3.Definition=RealVariable(-1.0,1.0)
# Variable.4.Definition=RealVariable(-1.0,1.0)
# Variable.5.Definition=RealVariable(-1.0,1.0)
# Variable.6.Definition=RealVariable(-1.0,1.0)
# Variable.7.Definition=RealVariable(-1.0,1.0)
# Variable.8.Definition=RealVariable(-1.0,1.0)
# Variable.9.Definition=RealVariable(-1.0,1.0)
# Variable.10.Definition=RealVariable(-1.0,1.0)
# Variable.11.Definition=RealVariable(-1.0,1.0)
# Variable.12.Definition=RealVariable(-1.0,1.0)
# Variable.13.Definition=RealVariable(-1.0,1.0)
# Variable.14.Definition=RealVariable(-1.0,1.0)
# Variable.15.Definition=RealVariable(-1.0,1.0)
# Variable.16.Definition=RealVariable(-1.0,1.0)
# Variable.17.Definition=RealVariable(-1.0,1.0)
# Variable.18.Definition=RealVariable(-1.0,1.0)
# Variable.19.Definition=RealVariable(-1.0,1.0)
# Variable.20.Definition=RealVariable(-1.0,1.0)
# Variable.21.Definition=RealVariable(-1.0,1.0)
# Variable.22.Definition=RealVariable(-1.0,1.0)
# Variable.23.Definition=RealVariable(-1.0,1.0)
# Variable.24.Definition=RealVariable(-1.0,1.0)
# Variable.25.Definition=RealVariable(-1.0,1.0)
# Variable.26.Definition=RealVariable(-1.0,1.0)
# Variable.27.Definition=RealVariable(-1.0,1.0)
# Variable.28.Definition=RealVariable(-1.0,1.0)
# Variable.29.Definition=RealVariable(-1.0,1.0)
# Variable.30.Definition=RealVariable(-1.0,1.0)
# Objective.1.Definition=Minimize
# Objective.2.Definition=Minimize
# ExcludeVariables=true
0.0 1.0
0.25 0.75
0.25075301 0.74924699
0.25150602 0.74849398
0.25225904 0.74774096
0.25301205 0.74698795
0.25376506 0.74623494
0.25451807 0.74548193
0.25527108 0.74472892
0.2560241 0.7439759
0.25677711 0.74322289
0.25753012 0.74246988
0.25828313 0.74171687
0.25903614 0.74096386
0.25978916 0.74021084
0.26054217 0.73945783
0.26129518 0.73870482
0.26204819 0.73795181
0.2628012 0.7371988
0.26355422 0.73644578
0.26430723 0.73569277
0.26506024 0.73493976
0.26581325 0.73418675
0.26656627 0.73343373
0.26731928 0.73268072
0.26807229 0.73192771
0.2688253 0.7311747
0.26957831 0.73042169
0.27033133 0.72966867
0.27108434 0.72891566
0.27183735 0.72816265
0.27259036 0.72740964
0.27334337 0.72665663
0.27409639 0.72590361
0.2748494 0.7251506
0.27560241 0.72439759
0.27635542 0.72364458
0.27710843 0.72289157
0.27786145 0.72213855
0.27861446 0.72138554
0.27936747 0.72063253
0.28012048 0.71987952
0.28087349 0.71912651
0.28162651 0.71837349
0.28237952 0.71762048
0.28313253 0.71686747
0.28388554 0.71611446
0.28463855 0.71536145
0.28539157 0.71460843
0.28614458 0.71385542
0.28689759 0.71310241
0.2876506 0.7123494
0.28840361 0.71159639
0.28915663 0.71084337
0.28990964 0.71009036
0.29066265 0.70933735
0.29141566 0.70858434
0.29216867 0.70783133
0.29292169 0.70707831
0.2936747 0.7063253
0.29442771 0.70557229
0.29518072 0.70481928
0.29593373 0.70406627
0.29668675 0.70331325
0.29743976 0.70256024
0.29819277 0.70180723
0.29894578 0.70105422
0.2996988 0.7003012
0.30045181 0.69954819
0.30120482 0.69879518
0.30195783 0.69804217
0.30271084 0.69728916
0.30346386 0.69653614
0.30421687 0.69578313
0.30496988 0.69503012
0.30572289 0.69427711
0.3064759 0.6935241
0.30722892 0.69277108
0.30798193 0.69201807
0.30873494 0.69126506
0.30948795 0.69051205
0.31024096 0.68975904
0.31099398 0.68900602
0.31174699 0.68825301
0.3125 0.6875
0.31325301 0.68674699
0.31400602 0.68599398
0.31475904 0.68524096
0.31551205 0.68448795
0.31626506 0.68373494
0.31701807 0.68298193
0.31777108 0.68222892
0.3185241 0.6814759
0.31927711 0.68072289
0.32003012 0.67996988
0.32078313 0.67921687
0.32153614 0.67846386
0.32228916 0.67771084
0.32304217 0.67695783
0.32379518 0.67620482
0.32454819 0.67545181
0.3253012 0.6746988
0.32605422 0.67394578
0.32680723 0.67319277
0.32756024 0.67243976
0.32831325 0.67168675
0.32906627 0.67093373
0.32981928 0.67018072
0.33057229 0.66942771
0.3313253 0.6686747
0.33207831 0.66792169
