# Version=5
# Problem=UF11
# NumberOfVariables=30
# NumberOfObjectives=5
# NumberOfConstraints=0
# Variable.1.Definition=RealVariable(-1.773,1.403)
# Variable.2.Definition=RealVariable(-1.846,1.562)
# Variable.3.Definition=RealVariable(-1.053,2.009)
# Variable.4.Definition=RealVariable(-2.37,0.976)
# Variable.5.Definition=RealVariable(-1.603,1.49)
# Variable.6.Definition=RealVariable(-1.878,1.334)
# Variable.7.Definition=RealVariable(-1.677,1.074)
# Variable.8.Definition=RealVariable(-0.935,2.354)
# Variable.9.Definition=RealVariable(-1.891,1.462)
# Variable.10.Definition=RealVariable(-0.964,2.372)
# Variable.11.Definition=RealVariable(-0.885,2.267)
# Variable.12.Definition=RealVariable(-1.69,1.309)
# Variable.13.Definition=RealVariable(-2.235,0.842)
# Variable.14.Definition=RealVariable(-1.541,1.665)
# Variable.15.Definition=RealVariable(-0.72,2.476)
# Variable.16.Definition=RealVariable(0.0,1.0)
# Variable.17.Definition=RealVariable(0.0,1.0)
# Variable.18.Definition=RealVariable(0.0,1.0)
# Variable.19.Definition=RealVariable(0.0,1.0)
# Variable.20.Definition=RealVariable(0.0,1.0)
# Variable.21.Definition=RealVariable(0.0,1.0)
# Variable.22.Definition=RealVariable(0.0,1.0)
# Variable.23.Definition=RealVariable(0.0,1.0)
# Variable.24.Definition=RealVariable(0.0,1.0)
# Variable.25.Definition=RealVariable(0.0,1.0)
# Variable.26.Definition=RealVariable(0.0,1.0)
# Variable.27.Definition=RealVariable(0.0,1.0)
# Variable.28.Definition=RealVariable(0.0,1.0)
# Variable.29.Definition=RealVariable(0.0,1.0)
# Variable.30.Definition=RealVariable(0.0,1.0)
# Objective.1.Definition=Minimize
# Objective.2.Definition=Minimize
# Objective.3.Definition=Minimize
# Objective.4.Definition=Minimize
# Objective.5.Definition=Minimize
# ExcludeVariables=true
1.0000002 1.0000019 1.0000018 1.7403608 1.6722097
1.0000015 1.8465282 1.0815771 1.3645026 1.379306
1.0000065 1.0000152 1.0000494 1.0000661 2.0
1.0000076 1.0000124 1.0002293 1.8596287 1.5109193
1.0000099 1.0000024 1.000024 1.7066128 1.7076004
1.00001 1.0000056 1.0006556 1.0004715 1.9999997
1.0000119 1.0000019 1.0165142 1.0553831 1.9983286
1.0000149 1.0000281 1.0000008 1.0028032 1.9999961
1.0000184 1.1082088 1.6305731 1.7020325 1.3127599
1.0000198 1.0000268 1.0001954 1.2322109 1.9726654
1.0000211 1.0002018 1.0009129 1.0860283 1.9962923
1.0000277 1.0012695 1.309633 1.2600972 1.9145902
1.0000288 1.0019766 1.0007196 1.0088245 1.9999589
1.0000307 1.0238413 1.0499026 1.0601824 1.9966541
1.0000329 1.0000707 1.0008833 1.0005943 1.9999994
1.0000349 1.0530102 1.1426402 1.0208614 1.9881339
1.0000376 1.0021753 1.0023599 1.0010282 1.9999943
1.0000438 1.0001953 1.0157554 1.1705479 1.9852234
1.0000463 1.0016711 1.0009828 1.0900964 1.9959312
1.000047 1.000023 1.0004994 1.0154119 1.9998811
1.0000493 1.0000397 1.0000323 1.0014082 1.999999
1.0000625 1.0002478 1.0001749 1.0007379 1.9999997
1.0000629 1.0008334 1.0004849 1.5914109 1.8063698
1.0000644 1.0047655 1.0338254 1.0921133 1.9951624
1.0000651 1.0001114 1.0014533 1.0400745 1.9991956
1.0000653 1.000046 1.0076029 1.0006338 1.9999709
1.0000659 1.111805 1.475816 1.3062801 1.816879
1.0000701 1.0000428 1.0002885 1.0719718 1.9974066
1.0000802 1.0001828 1.0195308 1.003049 1.9998046
1.0000965 1.0016409 1.0408014 1.5667549 1.8228739
1.0001044 1.0000248 1.0346587 1.2038362 1.9783913
1.0001068 1.0002911 1.4514633 1.8916822 1.0329192
1.0001071 1.0000587 1.0336559 1.3481745 1.9368254
1.000109 1.0011532 1.0534046 1.5761492 1.8155972
1.000114 1.0005612 1.002158 1.4266226 1.904427
1.0001216 1.0011875 1.0113018 1.0286027 1.9995263
1.0001328 1.0011884 1.10643 1.2112082 1.9716287
1.0001489 1.0001957 1.0001578 1.5348244 1.8449632
1.0001504 1.000092 1.00011 1.0126559 1.9999199
1.0001511 1.0001546 1.0214485 1.005838 1.9997529
1.000153 1.0000583 1.0000735 1.1010758 1.9948787
1.0001608 1.0000996 1.0010153 1.0073794 1.9999722
1.0001609 1.0310261 1.0416142 1.0446651 1.9976526
1.0001658 1.0010771 1.0014483 1.0052132 1.9999848
1.0001757 1.0009826 1.0014587 1.3754816 1.9268282
1.0001769 1.007244 1.4792235 1.8723834 1.0961224
1.0001772 1.0082365 1.2797242 1.9249348 1.2572589
1.0001869 1.0008083 1.0000453 1.0146948 1.9998917
1.000192 1.0000897 1.0010993 1.101112 1.9948744
1.0002035 1.000007 1.5538163 1.2201874 1.8029975
1.0002084 1.000987 1.005873 1.0323358 1.9994593
1.0002089 1.000001 1.001031 1.0092643 1.9999565
1.0002343 1.0233904 1.0962978 1.251029 1.9628936
1.000244 1.0012552 1.0008792 1.0043773 1.9999892
1.0002473 1.0338431 1.0198863 1.036844 1.9985498
1.0002571 1.2634578 1.0091157 1.0821808 1.9611208
1.0002649 1.0004039 1.000503 1.1441781 1.9895515
1.0002733 1.0035397 1.0343122 1.2630893 1.9641546
1.0002737 1.0061707 1.0894831 1.7150847 1.6932594
1.0002807 1.0271144 1.0038578 1.2248356 1.9740117
1.0002873 1.0000108 1.0000012 1.1606936 1.9870043
1.0002883 1.001688 1.0250105 1.2371759 1.9711432
1.000299 1.0621181 1.0764344 1.7833356 1.6137462
1.0002999 1.06542 1.9909517 1.0474969 1.1071401
1.0003016 1.5549521 1.6755563 1.1461891 1.4629045
1.000306 1.0005117 1.0018619 1.0003603 1.999998
1.0003265 1.0004783 1.2822321 1.6401224 1.7145544
1.0003297 1.0004176 1.0234473 1.1435121 1.9893706
1.0003348 1.0067811 1.4740852 1.4592509 1.7511896
1.0003414 1.0727571 1.3763151 1.2612115 1.8859242
1.0003605 1.0002639 1.0052244 1.4760748 1.8793891
1.0003629 1.0296591 1.4593874 1.3770178 1.8037045
1.0003663 1.0014872 1.0046231 1.0216866 1.999753
1.0003782 1.0008278 1.003417 1.0168268 1.9998522
1.0003894 1.1155947 1.8897962 1.381624 1.221954
1.0003895 1.0212635 1.0070926 1.17364 1.984554
1.000395 1.0000079 1.0001443 1.0013377 1.999999
1.0004014 1.0043248 1.0074083 1.3272887 1.9448854
1.0004023 1.0000778 1.0014116 1.0001614 1.9999989
1.0004061 1.0141835 1.0022333 1.3408406 1.9400114
1.0004073 1.0005818 1.0496206 1.1628775 1.9853975
1.0004176 1.0004194 1.0018947 1.0631929 1.9979994
1.0004223 1.0009626 1.0021217 1.1723516 1.9850326
1.000423 1.0025104 1.0002816 1.7538125 1.6570846
1.0004403 1.0289244 1.0362149 1.9399878 1.3380452
1.0004678 1.0000711 1.5520428 1.7406478 1.3830003
1.0004748 1.0018397 1.0151286 1.2528767 1.9673784
1.0004781 1.0005708 1.1551335 1.9220236 1.3546908
1.0004992 1.0004448 1.000094 1.0033998 1.999994
1.0005038 1.0000369 1.0007308 1.0328974 1.9994583
1.0005087 1.0000946 1.0505275 1.1270059 1.9906141
1.0005143 1.0007147 1.0003471 1.7396623 1.6729775
1.0005162 1.0585597 1.0398303 1.0843999 1.9939118
1.0005288 1.0009997 1.0007078 1.0073529 1.9999721
1.0005329 1.0113608 1.2999638 1.8360781 1.4592012
